sample_id,session,damage_level,damage_label,RMS,Std,Kurtosis,Skewness,Peak,Crest_Factor,Shape_Factor,Energy,Natural_Freq,Spec_Centroid,Band_Low,Band_Natural,Band_High,Spec_Entropy,AR1,AR2,AR_Resid_Std,Corr_XZ,Corr_YZ
72800,L2_S1,2,Moderate Damage,37.3289,37.3289,-0.1064,-0.2063,101.89,2.7295,1.2715,278689.58,17.0,23.6658,0.205119,0.378416,0.406166,4.026,0.130029,-0.026549,37.0858,0.1454,-0.0408
72900,L2_S1,2,Moderate Damage,35.1007,35.1007,0.0881,-0.0437,102.05,2.9074,1.2844,246411.5,17.0,25.1135,0.152137,0.352692,0.491756,4.1506,0.026472,0.055787,34.421,0.1629,-0.0484
73000,L2_S1,2,Moderate Damage,37.2718,37.2718,-0.3548,0.1515,102.58,2.7522,1.2337,277836.72,46.0,25.5619,0.140589,0.290916,0.561475,4.2008,-0.087598,-0.023017,37.2792,0.0517,-0.163
73100,L2_S1,2,Moderate Damage,38.3953,38.3953,0.1153,-0.0318,126.51,3.2949,1.2386,294839.98,31.5,24.9641,0.117255,0.361301,0.520502,4.2073,0.001342,-0.113896,38.1922,-0.0344,-0.0779
73200,L2_S1,2,Moderate Damage,36.8985,36.8985,0.643,-0.0295,127.32,3.4505,1.2721,272299.52,8.0,24.0124,0.149272,0.383036,0.467547,4.2417,0.097454,-0.118899,36.5726,-0.0066,0.0706
73300,L2_S1,2,Moderate Damage,35.2606,35.2606,0.3325,-0.0964,110.78,3.1417,1.2664,248662.32,23.0,24.6689,0.160573,0.374192,0.452205,4.0756,0.081231,-0.094242,34.7445,-0.0226,-0.0003
73400,L2_S1,2,Moderate Damage,33.7621,33.7621,0.3014,-0.2683,110.96,3.2865,1.2841,227975.68,7.5,24.6107,0.166283,0.39512,0.428633,4.2132,0.086139,-0.04687,33.6254,-0.0403,-0.0115
73500,L2_S1,2,Moderate Damage,37.4843,37.4843,10.1647,-1.5736,258.9,6.9069,1.3911,281014.0,33.5,22.9989,0.246582,0.307924,0.419131,4.1062,0.138799,0.047356,37.1472,0.0338,-0.1114
73600,L2_S1,2,Moderate Damage,4401.1269,4401.1269,1.7569,0.2255,17890.985,4.0651,1.724,3873983576.955,5.0,17.5567,0.866655,0.054945,0.076635,2.2396,0.740048,0.097612,2545.4189,-0.624,0.404
73700,L2_S1,2,Moderate Damage,5221.7401,5221.7401,-0.3166,0.1511,17902.065,3.4284,1.2159,5453313842.155,5.0,17.2244,0.910941,0.035555,0.053393,1.4978,0.853018,0.004149,2709.5597,-0.6915,0.5115
73800,L2_S1,2,Moderate Damage,3248.5772,3248.5772,-0.9117,0.0654,7096.75,2.1846,1.1682,2110650707.5,5.0,10.7956,0.985398,0.011826,0.00271,0.7252,1.877724,-0.972164,180.1936,-0.981,0.9955
73900,L2_S1,2,Moderate Damage,1876.4536,1876.4536,-0.9328,0.0545,4034.85,2.1503,1.1669,704215587.5,5.0,9.2421,0.9916,0.00625,0.001318,0.571,1.851208,-0.948096,162.8805,-0.9874,0.9943
74000,L2_S1,2,Moderate Damage,1076.1299,1076.1299,-0.9501,0.045,2268.14,2.1077,1.1598,231611100.08,5.0,8.7575,0.993741,0.004342,0.001004,0.5639,1.840986,-0.93826,100.7149,-0.9798,0.9898
74100,L2_S1,2,Moderate Damage,631.5948,631.5948,-1.0303,0.0538,1325.62,2.0988,1.1507,79782387.12,5.0,8.9829,0.993867,0.003258,0.001341,0.4861,1.818265,-0.916141,74.7771,-0.9599,0.9807
74200,L2_S1,2,Moderate Damage,382.1331,382.1331,-1.0372,0.02,819.74,2.1452,1.1545,29205146.48,5.0,10.6931,0.990845,0.005164,0.003205,0.497,1.708118,-0.807039,70.8145,-0.9093,0.9456
74300,L2_S1,2,Moderate Damage,229.1579,229.1579,-0.9297,0.0513,512.13,2.2348,1.1704,10502664.62,5.0,13.2176,0.981531,0.008629,0.009392,0.6572,1.481488,-0.5877,66.4506,-0.7494,0.8454
74400,L2_S1,2,Moderate Damage,132.8803,132.8803,-0.8388,-0.036,301.79,2.2711,1.1725,3531435.18,5.0,15.786,0.948599,0.022825,0.025059,0.9331,1.140642,-0.263276,54.9378,-0.5824,0.7435
74500,L2_S1,2,Moderate Damage,87.0152,87.0152,-1.0504,-0.0031,198.44,2.2805,1.1477,1514329.28,5.0,19.6374,0.853236,0.076005,0.06972,1.2602,0.745928,0.079612,50.749,-0.3886,0.5995
74600,L2_S1,2,Moderate Damage,67.6259,67.6259,-0.8681,0.0115,175.99,2.6024,1.1825,914651.98,5.0,21.3716,0.738077,0.112813,0.146636,2.0316,0.50322,0.248756,48.6466,-0.2358,0.4109
74700,L2_S1,2,Moderate Damage,51.0192,51.0192,-0.4018,-0.006,126.43,2.4781,1.2529,520591.02,5.0,23.2499,0.502405,0.205214,0.290925,3.1514,0.260563,0.324296,44.4579,-0.1179,0.1057
74800,L2_S1,2,Moderate Damage,40.6959,40.6959,0.0193,-0.0813,126.79,3.1155,1.2686,331231.18,5.0,24.953,0.258254,0.281349,0.459962,3.8701,0.07676,0.185343,39.9753,-0.1145,0.003
74900,L2_S1,2,Moderate Damage,38.005,38.005,-0.4137,0.0959,97.14,2.556,1.214,288876.08,5.0,23.7842,0.182984,0.375283,0.424447,4.086,0.098629,0.000559,37.5388,-0.055,-0.0899
75000,L2_S1,2,Moderate Damage,44.1167,44.1167,0.9746,-0.3473,184.72,4.1871,1.2748,389256.32,29.5,22.9897,0.242223,0.279064,0.441187,4.1204,0.148787,0.031372,43.7241,-0.102,-0.1236
75100,L2_S1,2,Moderate Damage,6438.2728,6438.2728,2.4392,-0.2293,30336.185,4.7119,1.6239,8290271428.155,5.0,21.6104,0.788554,0.060598,0.150667,2.4558,0.368445,0.454145,4313.0641,-0.5884,0.2254
75200,L2_S1,2,Moderate Damage,7264.0319,7264.0319,0.5143,-0.1686,30397.525,4.1847,1.2038,10553232009.875,5.0,21.643,0.850316,0.033167,0.116451,1.7591,0.38083,0.443386,4122.602,-0.6289,0.3171
75300,L2_S1,2,Moderate Damage,3897.084,3897.084,-0.9473,0.0005,8236.55,2.1135,1.1665,3037452703.5,5.0,9.6214,0.988692,0.008664,0.001747,0.7694,1.888056,-0.981986,146.3286,-0.9959,0.9954
75400,L2_S1,2,Moderate Damage,2270.687,2270.687,-0.8718,-0.0546,4989.07,2.1972,1.1717,1031203863.02,5.0,10.8075,0.986632,0.010562,0.002595,0.6036,1.870741,-0.967026,143.2633,-0.9933,0.9954
75500,L2_S1,2,Moderate Damage,1309.7774,1309.7774,-0.9341,-0.048,2915.37,2.2259,1.1631,343103348.62,5.0,10.662,0.987567,0.009627,0.002637,0.5776,1.842799,-0.940538,121.4786,-0.9841,0.991
75600,L2_S1,2,Moderate Damage,775.1725,775.1725,-1.0036,-0.0497,1587.28,2.0476,1.159,120178496.32,5.0,10.1257,0.99134,0.006062,0.002091,0.5025,1.82818,-0.926399,82.8694,-0.9749,0.9862
75700,L2_S1,2,Moderate Damage,466.3812,466.3812,-1.0158,-0.0603,960.49,2.0595,1.1611,43502283.98,5.0,10.6876,0.9899,0.006752,0.003032,0.4965,1.74076,-0.841782,78.1034,-0.9374,0.9629
75800,L2_S1,2,Moderate Damage,280.4165,280.4165,-0.9811,-0.0496,612.7,2.185,1.1659,15726678.0,5.0,12.9847,0.980813,0.00815,0.00917,0.6029,1.519265,-0.626368,76.1641,-0.8467,0.9069
75900,L2_S1,2,Moderate Damage,171.058,171.058,-0.911,-0.0563,391.7,2.2899,1.1745,5852166.0,5.0,15.6988,0.960238,0.015508,0.023421,0.8009,1.209734,-0.333537,67.3896,-0.6529,0.801
76000,L2_S1,2,Moderate Damage,108.2973,108.2973,-0.6996,-0.0241,288.1,2.6603,1.1934,2345662.0,5.0,18.428,0.900762,0.04682,0.051929,1.1802,0.852284,-0.009362,56.8476,-0.4125,0.5957
76100,L2_S1,2,Moderate Damage,68.4023,68.4023,-0.3458,-0.0229,193.3,2.8259,1.1999,935774.0,5.0,21.1757,0.751439,0.111114,0.137262,2.0193,0.521087,0.227195,48.3411,-0.2255,0.3838
76200,L2_S1,2,Moderate Damage,48.0311,48.0311,-0.2462,0.3095,140.88,2.9331,1.234,461397.12,5.0,23.6798,0.495321,0.187857,0.308838,3.1365,0.281951,0.247697,42.754,-0.0979,0.1344
76300,L2_S1,2,Moderate Damage,39.4725,39.4725,-0.2149,0.1685,119.57,3.0292,1.2224,311615.02,5.0,24.2144,0.379186,0.213313,0.402876,3.5091,0.17021,0.190786,37.6611,0.0391,0.1228
76400,L2_S1,2,Moderate Damage,39.6206,39.6206,-0.5735,0.0335,105.08,2.6522,1.1979,313958.72,5.0,23.6301,0.251767,0.246597,0.47507,4.0006,0.104296,0.100212,39.1743,0.07,0.1795
76500,L2_S1,2,Moderate Damage,4897.8897,4897.8897,33.9886,-3.3146,42668.835,8.7117,3.1583,4797864679.555,6.0,22.3739,0.408594,0.27262,0.310109,4.2156,0.239062,0.246448,4525.3666,0.0441,-0.0387
76600,L2_S1,2,Moderate Damage,7078.7365,7078.7365,6.4384,-1.0138,42768.775,6.0419,1.5501,10021702202.875,5.0,21.255,0.720577,0.130885,0.148357,2.7277,0.470636,0.276392,5208.5082,-0.1851,0.3147
76700,L2_S1,2,Moderate Damage,5871.5178,5871.5178,-0.9344,0.0194,13184.72,2.2455,1.1644,6894944368.32,5.0,8.2599,0.99017,0.006379,0.00114,1.0084,1.849276,-0.94248,528.9957,-0.7419,0.9921
76800,L2_S1,2,Moderate Damage,3357.8568,3357.8568,-0.9432,0.0191,7200.16,2.1443,1.1658,2255040394.88,5.0,7.6741,0.99351,0.004594,0.00057,0.6985,1.883746,-0.978348,165.9872,-0.9938,0.9962
76900,L2_S1,2,Moderate Damage,1938.7059,1938.7059,-0.9185,0.0008,4178.7,2.1554,1.1689,751716102.0,5.0,10.589,0.986863,0.010152,0.002583,0.5983,1.852236,-0.949806,168.861,-0.9896,0.9946
77000,L2_S1,2,Moderate Damage,1115.399,1115.399,-0.9742,-0.0157,2372.19,2.1268,1.1606,248822988.78,5.0,10.4659,0.988531,0.009044,0.002344,0.5535,1.84109,-0.938756,111.6729,-0.979,0.9896
77100,L2_S1,2,Moderate Damage,669.139,669.139,-0.9904,-0.0428,1478.78,2.21,1.1569,89549406.32,5.0,11.0561,0.987833,0.009162,0.002984,0.4924,1.807763,-0.908565,82.6747,-0.9569,0.9841
77200,L2_S1,2,Moderate Damage,409.1842,409.1842,-1.0535,-0.0754,863.44,2.1102,1.1567,33486337.28,5.0,12.0326,0.984485,0.010795,0.004697,0.5082,1.713979,-0.816309,74.9299,-0.8995,0.9609
77300,L2_S1,2,Moderate Damage,253.1922,253.1922,-0.9856,-0.0752,565.1,2.2319,1.1636,12821254.0,5.0,13.8162,0.976388,0.012112,0.010805,0.6052,1.447752,-0.554395,75.1238,-0.8189,0.9091
77400,L2_S1,2,Moderate Damage,156.9797,156.9797,-0.8235,-0.1076,385.21,2.4539,1.1747,4928527.18,5.0,16.2068,0.948465,0.024493,0.025444,0.8806,1.079789,-0.206828,65.533,-0.6504,0.778
77500,L2_S1,2,Moderate Damage,96.539,96.539,-0.9437,-0.0242,222.53,2.3051,1.1727,1863955.82,5.0,18.3587,0.89264,0.047444,0.057849,1.2658,0.801124,0.041515,52.858,-0.3743,0.5839
77600,L2_S1,2,Moderate Damage,68.1681,68.1681,-0.8458,0.1378,160.21,2.3502,1.1867,929379.18,5.0,20.5822,0.768563,0.099099,0.120269,1.8796,0.566442,0.185678,46.9686,-0.2695,0.3413
77700,L2_S1,2,Moderate Damage,53.961,53.961,-0.5283,-0.0328,135.11,2.5038,1.2203,582357.58,5.0,22.4061,0.606076,0.156904,0.232546,2.8965,0.341228,0.290052,44.5888,-0.1803,0.1483
77800,L2_S1,2,Moderate Damage,42.5242,42.5242,-0.3885,-0.0195,105.5,2.4809,1.2407,361662.0,5.0,23.671,0.297973,0.330187,0.371432,3.8668,0.175314,0.122049,41.2476,-0.0856,0.1103
77900,L2_S1,2,Moderate Damage,36.6581,36.6581,-0.3815,0.0511,93.16,2.5413,1.2321,268762.88,5.0,24.5384,0.159849,0.373789,0.462947,4.134,0.057496,-0.04176,36.6855,0.0096,0.0645
78000,L2_S1,2,Moderate Damage,3398.8752,3398.8752,12.8447,0.5862,18092.24,5.323,2.9812,2310470578.48,5.5,20.0405,0.667664,0.131901,0.194355,3.6734,0.295636,0.474838,2492.4154,-0.2665,0.0022
78100,L2_S1,2,Moderate Damage,5997.9913,5997.9913,0.1321,0.1962,17993.87,3.0,1.4492,7195180002.62,5.0,18.4899,0.894797,0.041701,0.062817,1.8751,0.632317,0.239008,3286.345,-0.5798,0.4477
78200,L2_S1,2,Moderate Damage,5686.3076,5686.3076,-0.9515,0.0209,11984.35,2.1076,1.1621,6466818739.5,5.0,7.6144,0.990928,0.00624,0.000632,0.989,1.884344,-0.977595,209.3046,-0.9744,0.9927
78300,L2_S1,2,Moderate Damage,3258.6684,3258.6684,-0.9488,0.0395,6984.3,2.1433,1.164,2123783934.0,5.0,7.9201,0.993243,0.00436,0.000679,0.6832,1.880337,-0.975122,173.1678,-0.9953,0.9959
78400,L2_S1,2,Moderate Damage,1875.2132,1875.2132,-0.9218,0.0223,4020.89,2.1442,1.1681,703284917.58,5.0,10.4459,0.98766,0.009847,0.002394,0.6104,1.842173,-0.94078,184.4384,-0.9883,0.9937
78500,L2_S1,2,Moderate Damage,1076.672,1076.672,-0.9753,-0.0042,2336.33,2.17,1.1611,231844526.22,5.0,11.0193,0.988004,0.008964,0.002948,0.552,1.822171,-0.91818,125.2197,-0.9793,0.9884
78600,L2_S1,2,Moderate Damage,645.6562,645.6562,-1.0111,-0.019,1369.07,2.1204,1.1601,83374391.02,5.0,10.7727,0.988503,0.008763,0.002732,0.4881,1.816175,-0.916,77.2706,-0.9571,0.9799
78700,L2_S1,2,Moderate Damage,392.6591,392.6591,-0.9449,-0.0354,821.19,2.0914,1.167,30836232.78,5.0,12.3428,0.982042,0.012289,0.005509,0.5573,1.692202,-0.795013,76.2066,-0.9042,0.9468
78800,L2_S1,2,Moderate Damage,236.1468,236.1468,-0.9004,-0.0263,529.1,2.2406,1.1616,11153062.0,5.0,14.1891,0.974968,0.014,0.011026,0.6382,1.426733,-0.541129,71.7329,-0.8134,0.8736
78900,L2_S1,2,Moderate Damage,145.8827,145.8827,-1.006,-0.0486,309.94,2.1246,1.1595,4256351.28,5.0,16.2775,0.950416,0.021229,0.025351,0.7871,1.145216,-0.27549,59.2192,-0.6096,0.6901
79000,L2_S1,2,Moderate Damage,94.6057,94.6057,-0.8377,0.0192,247.1,2.6119,1.1699,1790046.0,5.0,18.4909,0.877812,0.057015,0.063887,1.3854,0.821023,-0.011459,53.2862,-0.4457,0.4975
79100,L2_S1,2,Moderate Damage,64.2466,64.2466,-0.6064,0.0754,157.41,2.4501,1.205,825526.38,5.0,21.0674,0.68439,0.161163,0.148874,2.3441,0.538077,0.148837,48.7878,-0.1405,0.2814
79200,L2_S1,2,Moderate Damage,47.7586,47.7586,-0.216,-0.0181,133.63,2.798,1.2386,456176.62,5.0,22.2194,0.552814,0.186157,0.260244,2.9766,0.351923,0.241128,41.122,-0.0288,0.2235
79300,L2_S1,2,Moderate Damage,40.6182,40.6182,0.2229,-0.1779,117.35,2.8891,1.2718,329967.5,5.0,23.6265,0.45737,0.174975,0.36591,3.5549,0.209015,0.279338,36.6494,-0.0079,0.1312
79400,L2_S1,2,Moderate Damage,35.6213,35.6213,0.101,-0.0514,96.0,2.695,1.2804,253776.0,5.0,24.0553,0.252503,0.287029,0.453105,4.1989,0.109162,0.083665,35.2587,0.061,-0.0359
79500,L2_S1,2,Moderate Damage,4379.7778,4379.7778,73.2625,-6.3017,47720.08,10.8955,4.8708,3836490662.72,7.0,19.8456,0.311161,0.481138,0.206409,4.2311,0.565151,-0.161645,3798.7788,-0.5788,0.914
79600,L2_S1,2,Moderate Damage,7049.5935,7049.5935,9.4765,-1.5557,47587.97,6.7505,1.6277,9939353803.82,5.0,17.9235,0.746296,0.172068,0.079344,2.6407,0.869057,-0.123016,4459.3675,-0.617,0.8585
79700,L2_S1,2,Moderate Damage,6352.6772,6352.6772,-0.9499,-0.0171,14208.56,2.2366,1.1628,8071301505.28,5.0,8.6663,0.988572,0.008006,0.001345,1.0242,1.859664,-0.953103,494.6393,-0.8571,0.9888
79800,L2_S1,2,Moderate Damage,3625.1903,3625.1903,-0.9451,-0.0128,7597.0,2.0956,1.1643,2628400888.0,5.0,6.9617,0.995327,0.003052,0.000308,0.6935,1.887622,-0.981841,136.6531,-0.9912,0.996
79900,L2_S1,2,Moderate Damage,2084.2096,2084.2096,-0.946,-0.02,4414.79,2.1182,1.1652,868785927.18,5.0,10.0992,0.988791,0.007869,0.002052,0.6488,1.868344,-0.965363,141.7805,-0.9896,0.9948
80000,L2_S1,2,Moderate Damage,1206.9209,1206.9209,-0.9079,0.0181,2730.71,2.2625,1.1643,291331615.18,5.0,11.1597,0.988023,0.008675,0.003161,0.6022,1.851236,-0.945772,105.9812,-0.9806,0.9906
80100,L2_S1,2,Moderate Damage,710.3532,710.3532,-0.9614,0.0332,1536.96,2.1637,1.1611,100920335.68,5.0,11.1215,0.988126,0.008991,0.002859,0.5248,1.835054,-0.933137,73.1758,-0.9652,0.9828
80200,L2_S1,2,Moderate Damage,428.0227,428.0227,-0.9468,0.0663,903.11,2.11,1.1646,36640685.58,5.0,12.3369,0.984698,0.010648,0.004643,0.5251,1.726342,-0.827102,75.3513,-0.9058,0.9489
80300,L2_S1,2,Moderate Damage,263.6557,263.6557,-0.9954,0.0852,600.88,2.279,1.1532,13902869.12,5.0,13.7176,0.977569,0.01125,0.010478,0.5817,1.51113,-0.621424,72.2175,-0.7989,0.8842
80400,L2_S1,2,Moderate Damage,164.4515,164.4515,-0.8363,0.0307,359.52,2.1862,1.1866,5408857.92,5.0,16.2483,0.941274,0.029928,0.028445,0.9211,1.098405,-0.236404,70.0794,-0.6277,0.7679
80500,L2_S1,2,Moderate Damage,98.0623,98.0623,-0.681,-0.091,241.81,2.4659,1.2057,1923244.78,5.0,19.8925,0.859318,0.057233,0.075869,1.3038,0.723164,0.09093,58.1108,-0.4281,0.5555
80600,L2_S1,2,Moderate Damage,66.6614,66.6614,-0.4093,-0.0303,199.46,2.9921,1.2199,888749.68,5.0,21.1092,0.731134,0.114619,0.147486,2.0551,0.573475,0.149416,48.3349,-0.1886,0.3765
80700,L2_S1,2,Moderate Damage,51.1574,51.1574,-0.1021,0.0902,145.06,2.8356,1.2553,523415.28,5.0,23.1305,0.515519,0.207701,0.274348,3.0622,0.362284,0.151081,45.3163,-0.0106,0.2281
80800,L2_S1,2,Moderate Damage,42.3681,42.3681,-0.3338,0.0235,102.32,2.415,1.2606,359011.52,5.0,22.9587,0.358316,0.313128,0.316117,3.6615,0.270033,0.103949,40.032,-0.0756,0.2004
80900,L2_S1,2,Moderate Damage,40.7558,40.7558,-0.3371,0.1822,125.08,3.069,1.2347,332206.72,5.0,23.7042,0.253153,0.363875,0.375711,3.9154,0.185655,0.05876,40.1078,-0.0386,0.1261
81000,L2_S1,2,Moderate Damage,4270.3458,4270.3458,23.9892,-2.7308,30007.695,7.027,3.0074,3647170726.395,5.5,19.6338,0.48794,0.318399,0.184513,4.04,0.51326,0.023769,3649.6342,-0.6711,0.2381
81100,L2_S1,2,Moderate Damage,6646.5297,6646.5297,2.7721,-0.6235,30094.945,4.5279,1.4916,8835271310.395,5.0,18.5903,0.79005,0.133251,0.076579,2.3533,0.779038,-0.00238,4211.9844,-0.6539,0.6245
81200,L2_S1,2,Moderate Damage,5855.5802,5855.5802,-0.9447,0.0282,12737.98,2.1754,1.163,6857563791.92,5.0,8.5153,0.989272,0.007154,0.001585,1.0036,1.847654,-0.940777,560.4116,-0.874,0.9907
81300,L2_S1,2,Moderate Damage,3341.0482,3341.0482,-0.9412,0.0236,7059.3,2.1129,1.1651,2232520646.0,5.0,7.4085,0.994634,0.003806,0.000468,0.6632,1.880894,-0.97564,168.0676,-0.9935,0.9959
81400,L2_S1,2,Moderate Damage,1913.8048,1913.8048,-0.9395,0.0304,4018.25,2.0996,1.165,732529759.5,5.0,9.0156,0.991714,0.005946,0.001423,0.6836,1.86417,-0.959291,145.4001,-0.9858,0.9938
81500,L2_S1,2,Moderate Damage,1109.0931,1109.0931,-0.9892,0.002,2395.96,2.1603,1.1592,246017519.68,5.0,11.0213,0.988056,0.008491,0.003117,0.5608,1.831875,-0.9284,118.9629,-0.9789,0.9892
81600,L2_S1,2,Moderate Damage,662.1023,662.1023,-0.9745,-0.0266,1416.49,2.1394,1.1606,87675883.98,5.0,10.9899,0.989421,0.007786,0.00279,0.5132,1.821832,-0.919934,77.0293,-0.9504,0.9818
81700,L2_S1,2,Moderate Damage,396.0828,396.0828,-0.9544,-0.0375,871.12,2.1993,1.1604,31376309.12,5.0,12.0785,0.985695,0.009163,0.004817,0.5123,1.727175,-0.829764,69.523,-0.8838,0.958
81800,L2_S1,2,Moderate Damage,238.4759,238.4759,-0.944,-0.0002,528.62,2.2167,1.164,11374155.12,5.0,14.4239,0.969718,0.0162,0.013896,0.679,1.404154,-0.516818,74.7444,-0.7686,0.8896
81900,L2_S1,2,Moderate Damage,143.9312,143.9312,-0.8907,-0.0476,361.2,2.5095,1.164,4143240.0,5.0,18.1409,0.935857,0.024382,0.039638,0.8574,0.911944,-0.038124,67.2855,-0.5088,0.6985
82000,L2_S1,2,Moderate Damage,93.2179,93.2179,-0.8715,0.0963,221.26,2.3736,1.1608,1737914.48,5.0,20.2802,0.889759,0.036669,0.073039,1.1855,0.626163,0.219217,53.0233,-0.4305,0.5958
82100,L2_S1,2,Moderate Damage,66.73,66.73,-0.8995,0.0494,149.79,2.2447,1.1726,890579.18,5.0,20.2696,0.763692,0.110761,0.123582,2.0234,0.586093,0.15871,46.0474,-0.219,0.374
82200,L2_S1,2,Moderate Damage,52.2786,52.2786,-0.1404,-0.005,145.79,2.7887,1.2577,546611.18,5.0,21.8873,0.576248,0.211696,0.211923,2.968,0.427442,0.160343,44.0209,-0.046,0.1505
82300,L2_S1,2,Moderate Damage,40.4322,40.4322,0.2562,-0.1621,117.53,2.9068,1.2832,326951.82,5.0,23.9391,0.315257,0.32865,0.355694,3.7374,0.170174,0.190546,38.8388,-0.0225,0.0974
82400,L2_S1,2,Moderate Damage,37.2461,37.2461,-0.2438,0.121,103.83,2.7877,1.2386,277454.22,31.0,24.8566,0.12624,0.325994,0.543213,4.1738,-0.00179,-0.059119,37.3606,0.0215,0.0619
82500,L2_S1,2,Moderate Damage,3656.5009,3656.5009,142.6514,-10.2837,47507.675,12.9927,7.4706,2673999723.875,28.0,27.8218,0.037173,0.310093,0.651022,4.4937,-0.340634,-0.328067,3412.9395,-0.3563,-0.9039
82600,L2_S1,2,Moderate Damage,6487.1149,6487.1149,13.473,-1.6506,47423.725,7.3104,1.7183,8416532059.875,5.0,23.0454,0.655503,0.094251,0.249897,3.0542,0.325119,0.350279,5287.2858,-0.5337,-0.0736
82700,L2_S1,2,Moderate Damage,6175.7455,6175.7455,-0.5486,0.1633,17932.77,2.9037,1.18,7627966487.42,5.0,18.1744,0.947214,0.009708,0.042936,1.0302,0.675633,0.21739,2771.3214,-0.6572,0.5377
82800,L2_S1,2,Moderate Damage,3529.7614,3529.7614,-0.9421,0.032,7560.8,2.142,1.163,2491843136.0,5.0,8.2784,0.992047,0.005055,0.000877,0.7759,1.871708,-0.967938,225.9836,-0.995,0.996
82900,L2_S1,2,Moderate Damage,2014.6486,2014.6486,-0.9279,0.0356,4331.2,2.1499,1.1645,811761784.0,5.0,7.0332,0.995264,0.002752,0.000376,0.6755,1.873674,-0.968552,124.2908,-0.9937,0.9954
83000,L2_S1,2,Moderate Damage,1154.7813,1154.7813,-0.976,0.0324,2415.54,2.0918,1.1576,266703965.68,5.0,8.3404,0.994351,0.003421,0.000848,0.5568,1.859768,-0.955943,92.6914,-0.9856,0.9909
83100,L2_S1,2,Moderate Damage,683.5642,683.5642,-1.0372,0.0132,1427.64,2.0885,1.1527,93451998.08,5.0,10.2891,0.991315,0.006063,0.002265,0.4983,1.829931,-0.927988,74.9281,-0.9649,0.9833
83200,L2_S1,2,Moderate Damage,414.5876,414.5876,-1.0171,0.0382,864.63,2.0855,1.1541,34376572.62,5.0,11.8301,0.986037,0.009422,0.004326,0.5151,1.732696,-0.833584,73.5542,-0.9106,0.9567
83300,L2_S1,2,Moderate Damage,251.257,251.257,-1.0,0.0521,525.54,2.0916,1.1609,12626013.68,5.0,14.667,0.97153,0.015393,0.012948,0.6275,1.458143,-0.571288,75.7654,-0.8163,0.9104
83400,L2_S1,2,Moderate Damage,150.8862,150.8862,-0.8284,-0.018,374.02,2.4788,1.1782,4553327.92,5.0,17.209,0.940099,0.023869,0.033889,0.8717,1.034211,-0.161208,67.5202,-0.6663,0.8167
83500,L2_S1,2,Moderate Damage,96.4613,96.4613,-0.8764,0.0472,220.57,2.2866,1.1816,1860955.02,5.0,20.1479,0.867964,0.049828,0.079229,1.2287,0.703059,0.115357,57.1801,-0.3596,0.5545
83600,L2_S1,2,Moderate Damage,67.8136,67.8136,-0.4457,-0.032,162.72,2.3995,1.2162,919736.32,5.0,22.526,0.674589,0.11144,0.211704,2.4031,0.406195,0.270985,54.3481,-0.0737,0.2356
83700,L2_S1,2,Moderate Damage,46.8247,46.8247,0.2634,0.0652,149.61,3.1951,1.2489,438509.58,5.0,23.2423,0.408016,0.235663,0.347778,3.4794,0.252086,0.166323,44.1345,-0.1257,0.0524
83800,L2_S1,2,Moderate Damage,36.2171,36.2171,0.5339,-0.0369,123.03,3.397,1.2797,262335.82,5.0,23.8059,0.295013,0.33089,0.373326,3.8762,0.192843,0.093648,35.4068,-0.2015,0.2169
83900,L2_S1,2,Moderate Damage,34.4678,34.4678,0.1431,0.062,95.4857,2.7703,1.2848,237606.2273,33.5,24.7474,0.145417,0.337443,0.49911,4.143,-0.008388,0.095359,34.3984,-0.1915,0.19
84000,L2_S2,2,Moderate Damage,36.2039,36.2039,0.2937,-0.0081,104.1607,2.8771,1.2873,262143.8733,18.5,23.8401,0.17676,0.406731,0.401055,4.1348,0.137218,-0.024976,36.0024,-0.1403,0.0285
84100,L2_S2,2,Moderate Damage,35.6959,35.6959,-0.0669,0.008,101.02,2.83,1.2604,254839.92,1.5,23.3432,0.167716,0.462437,0.361105,4.0898,0.1945,-0.138033,35.0034,-0.0256,-0.074
84200,L2_S2,2,Moderate Damage,35.1977,35.1977,-0.336,-0.0809,85.05,2.4164,1.2337,247775.5,13.5,24.9915,0.123257,0.385668,0.490091,4.1836,0.004308,-0.083812,34.7488,-0.0392,0.0241
84300,L2_S2,2,Moderate Damage,34.3968,34.3968,-0.3359,0.0033,86.45,2.5133,1.2316,236627.5,1.0,25.6528,0.113007,0.324436,0.550811,4.1001,-0.044814,-0.072206,33.9308,0.0093,0.0841
84400,L2_S2,2,Moderate Damage,36.6049,36.6049,-0.0869,0.2152,102.96,2.8127,1.2622,267983.68,34.0,24.7748,0.136472,0.305943,0.53602,4.1826,-0.035341,-0.08921,36.5041,0.1316,0.0065
84500,L2_S2,2,Moderate Damage,36.7224,36.7224,-0.2148,0.3123,101.59,2.7664,1.2548,269706.38,4.0,23.9825,0.186873,0.32218,0.477683,4.0797,0.026143,0.039668,36.6566,0.1363,-0.1221
84600,L2_S2,2,Moderate Damage,35.5281,35.5281,-0.4185,0.0837,94.23,2.6523,1.2294,252449.42,4.5,23.4502,0.218605,0.397342,0.383576,4.1538,0.146956,0.019711,35.0579,0.1027,-0.0533
