time,ax,ay,az,gx,gy,gz,sw420
23:58:03:034,²ax,ay,az,gx,gy,gz,sw420
00:51:20:727,-1832,1260,14228,757,-520,-111,0
00:51:20:976,1220,-80,14192,-448,888,-65,0
00:51:21:231,-2240,-1152,17532,-273,-800,92,0
00:51:21:482,7240,-2744,17324,368,3848,25,1
00:51:21:734,768,-284,6524,-1302,368,-161,0
00:51:21:989,8600,-6120,17340,2146,-7068,621,1
00:51:22:240,1992,1004,15704,803,3316,-332,0
00:51:22:492,2180,1728,13684,804,1912,-142,0
00:51:22:747,-3016,-812,1736,-3186,-1388,-423,0
00:51:22:996,680,-1712,26396,627,-898,-71,0
00:51:23:247,-2048,720,8248,570,314,-106,1
00:51:23:502,-4440,12,25036,-673,-1704,-696,0
00:51:23:753,-496,-1812,10532,-16,-876,31,0
00:51:24:006,-376,-500,13864,-230,208,-140,0
00:51:24:257,-276,108,14604,-101,143,-120,0
00:51:24:511,-220,-1040,13948,-546,-90,-85,1
00:51:24:762,-348,68,15144,-116,-334,-116,1
00:51:25:015,-180,-204,15448,-128,-31,-107,0
00:51:25:266,-248,-280,15384,-164,53,-136,0
00:51:25:520,-788,-1360,16756,-23,-431,-85,0
00:51:25:771,432,-1312,18704,419,692,-129,0
00:51:26:022,-244,-704,15388,82,413,-104,0
00:51:26:274,-260,-492,15612,-61,61,-97,0
00:51:26:528,-172,-348,15572,-111,32,-103,0
00:51:26:781,-272,-240,15460,-158,76,-123,0
00:51:27:032,-256,-220,15404,-159,94,-96,0
00:51:27:286,-332,-268,15152,-205,171,-114,0
00:51:27:542,1168,1084,22368,-2840,-1045,-260,1
00:51:27:791,-564,544,18808,-1275,-12,-122,0
00:51:28:041,-460,24,14348,-346,-47,-163,0
00:51:28:295,-228,-244,15016,-286,121,-129,0
00:51:28:547,-1492,1224,17812,102,112,-86,0
00:51:28:800,-2872,-1960,22032,-139,5,-128,0
00:51:29:054,-912,-708,21560,-683,-1633,-97,0
00:51:29:306,-664,2436,16988,-2997,183,-324,0
00:51:29:557,-428,-264,14184,-245,-33,-122,0
00:51:29:806,12,-776,12964,-63,-69,-157,1
00:51:30:058,-296,232,12392,42,309,-89,0
00:51:30:314,-612,-20,16108,-199,-147,-106,0
00:51:30:565,480,-2076,16976,278,1627,-78,0
00:51:30:816,664,1976,3408,-717,1961,44,1
00:51:31:074,-2432,4356,-2028,-2753,1310,-329,1
00:51:31:325,7060,-1608,16084,1626,2170,161,1
00:51:31:578,4996,-5368,22024,-114,-1369,-64,1
00:51:31:824,1908,560,15352,95,407,-16,1
00:51:32:083,-5092,-2476,6256,-1743,584,-259,0
00:51:32:332,-716,740,24356,3228,2584,203,1
00:51:32:585,-2940,2472,6612,-347,-2196,-6,1
00:51:32:838,-2992,5452,10444,104,-222,-91,1
00:51:33:088,580,572,13132,-251,917,-158,0
00:51:33:343,-204,-352,14652,-112,-157,-113,0
00:51:33:594,-660,-12,18256,-218,252,-100,0
00:51:33:844,-528,-72,15596,-9,-27,-105,0
00:51:34:098,-1744,3128,17936,2283,666,13,1
00:51:34:353,-2340,2252,12648,-3491,462,-61,0
00:51:34:602,-360,1864,8788,1681,472,-22,0
00:51:34:852,436,224,14224,51,168,-112,0
00:51:35:112,-2072,-4132,-496,-1160,1236,-386,1
00:51:35:360,1076,3176,12960,194,1028,-31,1
00:51:35:616,1168,-1748,20044,-1027,402,-235,0
00:51:35:868,-2232,692,4756,-1374,-1680,-274,0
00:51:36:114,52,-924,15716,-73,85,-106,0
00:51:36:367,-184,12,15228,-170,-9,-110,0
00:51:36:621,256,532,14532,-844,638,-134,0
00:51:36:878,-2952,-808,17356,-1611,-24,-239,0
00:51:37:127,308,-1692,13012,1658,578,-92,0
00:51:37:381,-4128,-2948,676,3076,-198,-785,1
00:51:37:634,4016,-4048,27728,1434,647,-140,1
00:51:37:884,-412,1224,16208,606,-535,-60,1
00:51:38:138,-2916,-948,19256,1710,-1231,-8,0
00:51:38:391,-1572,-4892,25496,1095,-1332,0,0
00:51:38:642,172,1024,26100,-485,-750,-161,0
00:51:38:890,-72,-256,16608,101,68,-86,0
00:51:39:141,-116,64,14612,9,-140,-92,0
00:51:39:399,-164,-212,15364,-175,-39,-127,0
00:51:39:649,-156,-60,14808,-145,67,-105,0
00:51:39:902,-80,-260,15004,-161,289,-120,0
00:51:40:156,-244,-204,14888,-165,103,-101,0
00:51:40:408,820,-200,14148,-437,-474,-110,0
00:51:40:660,188,-476,17648,-419,-181,-141,0
00:51:40:911,-136,-504,15840,-45,18,-140,0
00:51:41:165,-1260,596,13004,-110,669,-154,0
00:51:41:414,8,-448,15284,-150,182,-122,0
00:51:41:669,216,-468,15128,-173,-131,-78,1
00:51:41:924,-2624,1748,22748,-117,1720,-173,0
00:51:42:170,-84,-848,17028,6,257,-110,0
00:51:42:426,-620,-572,14808,-219,69,-114,0
00:51:42:678,4492,1544,13864,653,1697,-47,1
00:51:42:934,-3024,204,12228,-366,-1501,-125,0
00:51:43:186,1028,1784,10448,-1107,-101,-207,0
00:51:43:435,-20,-684,21708,1531,-1747,68,0
00:51:43:691,-1264,-1580,17672,-1047,413,-144,0
00:51:43:940,-512,-372,7772,-630,946,-137,0
00:51:44:193,-1772,-552,30144,138,2082,-40,0
00:51:44:447,-2460,-1404,16484,1262,3091,-81,0
00:51:44:699,1924,-4324,24100,-150,-37,-126,1
00:51:44:951,-4568,832,15220,-570,1586,-218,0
00:51:45:203,-2684,-1328,5268,-922,-881,-71,1
00:51:45:456,-1992,-3236,26164,1132,-347,22,0
00:51:45:709,-1328,-3196,7332,-1103,-69,-303,0
00:51:45:956,48,-48,8336,-459,-363,-133,0
00:51:46:211,-1068,-396,15784,557,246,-60,0
00:51:46:463,-200,-132,15300,-48,117,-103,0
00:51:46:716,-260,-128,14916,-212,193,-118,0
00:51:46:969,-100,-184,14956,-152,118,-114,0
00:51:47:218,-16,-64,15080,-163,103,-98,0
00:51:47:472,1952,668,17328,-329,1231,-85,0
00:51:47:725,524,672,15288,-374,-716,-135,1
00:51:47:978,-12,-244,14776,-268,-178,-153,1
00:51:48:229,-180,-296,14884,-128,-21,-99,1
00:51:48:483,-1352,-100,11460,-107,-4,-125,1
00:51:48:734,-240,-368,15340,-245,28,-123,1
00:51:48:984,-524,696,14404,-33,253,-98,1
00:51:49:235,640,-332,16060,76,338,-87,0
00:51:49:491,-2120,1488,15192,839,524,-60,0
00:51:49:743,-136,148,13404,-577,245,-156,0
00:51:49:994,-4704,5600,7696,-92,560,26,0
00:51:50:249,-600,2356,18964,-979,557,-250,0
00:51:50:503,-3256,-4496,21136,1300,241,-28,0
00:51:50:756,1392,2132,10668,-1293,-648,-220,0
00:51:51:007,1856,-1292,26912,2115,-222,102,0
00:51:51:261,1504,-4876,13080,-1899,244,-530,0
00:51:51:512,4248,3348,15668,-629,-1971,-79,1
00:51:51:766,3472,8328,19296,-2019,-1240,-226,1
00:51:52:018,-8408,8252,29036,-129,-1268,-93,0
00:51:52:266,384,932,14756,-311,424,-108,0
00:51:52:521,-232,-680,11344,-377,-206,-162,0
00:51:52:771,-324,6628,6732,136,991,-202,1
00:51:53:025,-1124,3524,11760,89,1403,-157,1
00:51:53:276,-352,-1756,18788,87,-502,-70,0
00:51:53:527,-276,-488,15632,-84,50,-96,0
00:51:53:782,-216,-336,14000,-318,133,-134,0
00:51:54:034,-312,-700,15264,-87,-172,-111,0
00:51:54:287,-192,-352,14936,-207,107,-134,0
00:51:54:538,880,-408,17060,-224,388,-166,0
00:51:54:790,-256,-368,15548,-29,-45,-107,0
00:51:55:041,-160,-728,14568,33,200,-125,0
00:51:55:297,892,1784,21100,-651,-1069,-127,0
00:51:55:546,-356,-252,16036,45,-500,-95,0
00:51:55:799,704,-612,16320,-291,439,-144,0
00:51:56:057,-3192,-1400,18992,-1211,-696,-268,0
00:51:56:306,-416,-280,15020,-199,-472,-105,0
00:51:56:557,-252,-3012,21344,-22,1447,-76,0
00:51:56:806,-308,836,14856,-54,21,-83,0
00:51:57:062,-268,-752,16684,-198,640,-161,0
00:51:57:311,-1772,-620,6872,1309,517,4,0
00:51:57:568,-1836,4336,7992,-2607,207,-189,1
00:51:57:819,1804,-5244,25940,2276,1631,29,0
00:51:58:070,992,-664,15840,236,-889,-103,0
00:51:58:324,-460,-1820,14432,-806,84,-132,0
00:51:58:580,-4040,-5164,18480,-996,-2234,-183,0
00:51:58:829,1156,-3940,22408,1510,1625,-25,1
00:51:59:080,-2352,964,6372,499,-255,-216,0
00:51:59:333,2324,1168,15916,-388,-587,-68,0
00:51:59:582,-932,16,15600,298,-425,-58,0
00:51:59:841,-3204,3812,2620,-1348,-2463,-152,0
00:52:00:086,708,2564,-712,695,75,-113,1
00:52:00:341,1524,1260,17240,465,136,-142,0
00:52:00:593,-792,-1040,14848,50,-43,-99,0
00:52:00:846,-272,72,14992,-147,-105,-102,0
00:52:01:099,-232,-240,15236,-162,61,-125,0
00:52:01:351,-280,-296,14772,-146,64,-104,0
00:52:01:604,-384,-284,15052,-184,68,-114,0
00:52:01:856,-204,-292,15144,-158,84,-119,0
00:52:02:108,-228,-156,14920,-163,65,-117,0
00:52:02:360,-224,-248,14940,-152,70,-142,0
00:52:02:613,-156,-244,15012,-150,75,-119,0
00:52:02:865,-212,-160,15116,-142,63,-109,0
00:52:03:117,-232,-280,15088,-147,54,-117,0
00:52:03:370,-184,-288,14868,-117,49,-100,0
00:52:03:623,292,-5572,32767,-221,162,-254,0
00:52:03:877,6912,-2188,16816,-200,2714,-297,0
00:52:04:124,-76,380,15620,-77,230,-82,0
00:52:04:379,-344,48,14072,-217,-159,-107,0
00:52:04:630,-160,-96,14720,-197,67,-139,0
00:52:04:880,-684,56,16720,85,667,-117,0
00:52:05:138,-1028,392,11372,-633,1224,-236,0
00:52:05:391,-2524,1888,2756,-1927,1384,-470,1
00:52:05:642,460,-484,14124,-140,-172,-157,0
00:52:05:894,-488,-48,14528,-140,-273,-101,0
00:52:06:146,1052,2972,16376,-1065,138,-68,0
00:52:06:401,-1424,-1128,16508,-56,-471,-178,0
00:52:06:650,-2788,-708,6416,-540,580,-19,0
00:52:06:904,-4660,-3220,6676,-43,1963,-168,1
00:52:07:154,48,5604,25408,321,-2695,-94,0
00:52:07:407,1944,3916,12060,1091,1617,-7,0
00:52:07:660,660,-5088,15860,-1248,-7,-213,1
00:52:07:914,1252,-232,10608,-1925,665,-260,1
00:52:08:166,292,-2232,17260,-284,-1503,-71,0
00:52:08:416,-728,-836,17224,656,-1569,16,0
00:52:08:669,212,320,14072,-675,-144,-132,0
00:52:08:922,-484,-752,16020,-671,110,-141,0
00:52:09:173,-448,832,10036,-87,-580,-129,0
00:52:09:429,-3500,-5164,11956,1973,-1895,56,0
00:52:09:676,264,616,15168,43,-142,-102,0
00:52:09:926,64,-276,15688,-20,96,-97,0
00:52:10:180,-96,-396,14740,-57,72,-140,0
00:52:10:435,-212,-316,15128,-197,38,-119,0
00:52:10:687,-216,-136,15168,-125,81,-119,0
00:52:10:942,-4732,-4276,19680,982,-144,-15,0
00:52:11:193,2048,900,5284,-2992,3385,-346,1
00:52:11:444,592,-624,19228,-270,318,-168,0
00:52:11:697,112,-468,16216,-160,-583,-132,0
00:52:11:948,324,-136,15580,-166,-24,-96,0
00:52:12:199,832,-720,17236,50,420,-82,1
00:52:12:453,-96,-120,12224,333,444,-106,0
00:52:12:705,-24,-420,16008,-129,238,-92,0
00:52:12:959,-1456,-812,15400,466,569,-111,0
00:52:13:212,2200,-1044,21796,-40,-831,-31,0
00:52:13:465,-832,-4076,20880,-111,-647,-94,0
00:52:13:718,-2032,2048,10116,-2246,-641,-20,0
00:52:13:970,3760,-1580,21200,-2210,686,-209,0
00:52:14:220,-1684,644,7828,2330,-618,-42,1
00:52:14:473,-1388,6668,4624,265,-461,-181,0
00:52:14:726,-2220,-1440,9472,1173,524,-206,0
00:52:14:975,1068,1576,6644,836,1513,62,0
00:52:15:229,-900,-1548,20672,102,-79,-87,0
00:52:15:483,-600,-168,14472,-237,-384,-107,1
00:52:15:733,-348,-64,14844,-141,43,-124,0
00:52:15:986,-260,-240,15084,-140,48,-111,0
00:52:16:238,2920,8652,18564,450,2590,-95,1
00:52:16:495,-1264,-1852,12992,4498,-1540,148,0
00:52:16:744,-684,-2252,17388,-774,-612,32,0
00:52:16:998,-296,-1400,15236,-250,611,-117,0
00:52:17:249,-128,-364,14152,-105,-66,-121,0
00:52:17:500,-440,-484,14772,-160,46,-119,0
00:52:17:752,3464,1368,22208,444,739,-49,0
00:52:18:006,-308,-36,13344,-259,-342,-147,0
00:52:18:262,-2024,-1520,24608,-709,-782,-130,0
00:52:18:511,-396,-784,14684,-163,-39,-122,0
00:52:18:761,-176,-92,15224,-176,56,-124,0
00:52:19:014,-224,-312,15088,-126,36,-124,0
00:52:19:267,-260,-172,15048,-157,80,-134,0
00:52:19:519,-344,-304,15272,-199,43,-121,0
00:52:19:771,-268,-208,14932,-180,55,-128,0
00:52:20:023,-272,-232,15076,-150,53,-106,0
00:52:20:275,-236,-264,15000,-132,67,-132,0
00:52:20:527,-204,-236,14984,-126,79,-106,0
00:52:20:780,-368,-324,15000,-162,83,-120,0
00:52:21:032,-228,-280,14984,-200,52,-140,0
00:52:21:285,2740,-2704,22064,148,623,-126,0
00:52:21:537,2532,-956,18288,364,-113,-60,0
00:52:21:793,-4160,2620,11612,-822,-1269,-210,0
00:52:22:043,-1188,-292,22452,189,-131,-101,0
00:52:22:294,-1440,1796,10988,47,-800,-76,0
00:52:22:546,640,2764,2276,-276,-3189,293,1
00:52:22:801,2472,5572,10940,-3126,2008,-206,1
00:52:23:053,-1612,-4996,1000,1388,1081,383,1
00:52:23:309,-1548,21716,-6684,-7399,-3993,-774,1
00:52:23:556,-1224,-868,17152,-8,211,-108,0
00:52:23:805,-460,8,15132,-236,81,-129,0
00:52:24:059,-108,704,13232,87,-265,-100,0
00:52:24:312,-384,576,16460,-221,256,-122,0
00:52:24:563,-256,148,14116,-63,47,-123,0
00:52:24:815,-400,32,15600,-234,17,-111,0
00:52:25:068,-284,-164,14756,-63,63,-105,0
00:52:25:322,-284,-116,15040,-212,77,-151,0
00:52:25:571,-328,-84,15176,-91,76,-97,0
00:52:25:826,-212,-120,14640,-184,67,-110,0
00:52:26:079,-304,-156,15348,-118,65,-116,0
00:52:26:329,396,-240,16648,199,326,-82,0
00:52:26:584,-356,-316,15832,-502,-45,-143,0
00:52:26:834,-308,-688,14352,-88,3,-101,0
00:52:27:088,-400,-292,15212,-260,93,-105,0
00:52:27:340,-260,-156,14772,-68,117,-108,0
00:52:27:592,-300,-88,14900,-182,94,-147,0
00:52:27:844,-308,-164,15312,-91,53,-106,0
00:52:28:097,-256,-168,14624,-168,81,-111,0
00:52:28:350,-428,-128,15344,-153,70,-143,0
00:52:28:601,-136,-244,14964,45,433,-122,0
00:52:28:855,-228,-164,15204,-254,-40,-133,0
00:52:29:107,-384,-240,14896,-287,72,-135,0
00:52:29:360,2888,436,14688,-444,2440,-117,0
00:52:29:612,-92,240,15780,-485,-1339,-160,0
00:52:29:866,-48,-1320,11144,-703,-172,-140,0
00:52:30:119,1296,-3484,11964,1455,2422,-129,0
00:52:30:369,3624,-2172,12320,1973,2455,63,1
00:52:30:624,-1240,-1192,15944,569,-934,-111,0
00:52:30:873,3876,-820,12336,2252,648,-48,0
00:52:31:130,-1428,-1356,15396,-1418,-457,-229,0
00:52:31:376,1696,-996,12476,278,247,-75,0
00:52:31:632,2324,2976,10336,-762,-130,-225,0
00:52:31:882,-80,-504,16220,-352,768,-158,0
00:52:32:135,-132,-164,15492,-230,180,-143,0
00:52:32:387,-236,-300,15080,-183,77,-141,0
00:52:32:639,-252,-108,15068,-189,77,-115,0
00:52:32:892,-256,-148,15020,-145,71,-135,0
00:52:33:146,-280,-148,15048,-161,109,-102,0
00:52:33:397,-196,-148,15052,-141,68,-116,0
00:52:33:651,-1696,-768,12128,-332,288,-145,0
00:52:33:900,-228,-92,16024,-267,59,-128,0
00:52:34:150,-24,188,13416,-3,253,-115,0
00:52:34:410,-2244,-3912,16332,-726,-1707,-29,0
00:52:34:659,4316,-184,16176,-401,587,-166,0
00:52:34:910,-3608,-2316,17184,438,51,70,0
00:52:35:166,-472,-2528,14088,-767,-885,-190,0
00:52:35:412,-336,-308,28036,31,8,-332,0
00:52:35:669,4356,-564,-9328,1851,600,-466,1
00:52:35:919,3048,-4692,23268,179,32,-90,0
00:52:36:171,396,196,15800,-126,332,-132,0
00:52:36:423,-2796,-28,9220,367,-221,-44,0
00:52:36:679,-1580,2956,6180,-952,1318,-192,0
00:52:36:931,1008,2356,2060,2489,2276,-1305,1
00:52:37:184,-1776,-2576,13828,-933,84,-295,0
00:52:37:435,-388,-360,14832,-281,223,-125,0
00:52:37:685,-124,-188,14268,-220,7,-138,0
00:52:37:939,-216,-164,15196,-142,62,-117,0
00:52:38:191,-224,-268,15260,-166,56,-119,0
00:52:38:443,-156,-160,14796,-168,19,-128,0
00:52:38:695,-1864,172,12404,-58,2021,-96,0
00:52:38:949,-108,-536,14188,-231,252,-114,0
00:52:39:202,-340,-660,15640,-265,-108,-137,0
00:52:39:453,-440,2336,12848,-162,357,-116,0
00:52:39:705,-196,-500,15620,-120,29,-112,0
00:52:39:961,-18716,5784,6104,5665,-9070,1494,0
00:52:40:213,-1456,-2180,18852,-79,-1354,-86,0
00:52:40:461,44,2112,17752,-119,352,-133,0
00:52:40:715,-192,-1508,13012,-427,237,-99,0
00:52:40:967,4064,-924,8412,4210,-3967,943,1
00:52:41:222,-1372,-5460,8496,-1793,1025,-66,1
00:52:41:473,14504,100,32767,-488,4457,-336,1
00:52:41:724,-680,-4084,19832,2029,-487,70,0
00:52:41:976,1148,156,5516,-1458,979,-583,1
00:52:42:228,1000,-6608,14128,629,701,-39,0
00:52:42:480,-1148,1408,16448,26,165,-130,0
00:52:42:734,-836,-808,13392,242,-281,-174,0
00:52:42:983,188,456,13356,378,262,-119,0
00:52:43:238,-516,-644,15388,-26,-422,-116,0
00:52:43:486,-204,12,14436,-48,11,-132,0
00:52:43:742,-212,-304,15600,-212,96,-128,0
00:52:43:995,-176,-116,15184,-150,135,-121,0
00:52:44:246,-36,56,15644,-125,-189,-139,0
00:52:44:497,360,640,13776,605,525,-209,1
00:52:44:752,-228,-132,15344,-214,594,-133,0
00:52:45:006,-120,-128,15108,-241,-116,-115,0
00:52:45:257,-272,-436,15076,-180,108,-112,0
00:52:45:509,-196,-408,15384,-152,102,-94,0
00:52:45:761,-236,-332,15272,-141,52,-126,0
00:52:46:013,-140,-240,14908,-132,67,-110,0
00:52:46:266,-128,-116,14828,-132,52,-112,0
00:52:46:517,-64,-120,14844,-159,55,-101,0
00:52:46:770,-176,-276,14744,-166,66,-106,0
00:52:47:023,-212,-328,15124,-154,70,-118,0
00:52:47:275,-148,-272,15096,-160,68,-127,0
00:52:47:529,-580,260,14948,-573,-2312,-263,0
00:52:47:782,668,-1136,11896,-279,2468,-187,0
00:52:48:030,-116,720,17428,-1,698,-115,1
00:52:48:285,-144,-252,15436,-236,354,-122,0
00:52:48:538,-228,-576,14692,-114,269,-104,0
00:52:48:790,-176,-404,14628,-156,105,-113,0
00:52:49:041,-284,-172,15064,-148,43,-114,0
00:52:49:294,-204,-196,15084,-155,70,-142,0
00:52:49:546,-196,-156,15088,-155,82,-135,0
00:52:49:798,-220,-248,15132,-155,68,-118,0
00:52:50:050,416,1544,11764,-323,480,-213,0
00:52:50:305,5380,-1600,22292,-209,5550,710,1
00:52:50:557,-796,-1036,22420,-59,-2150,-56,1
00:52:50:807,-132,208,14772,109,-669,-82,0
00:52:51:060,-148,-344,15032,-302,21,-124,0
00:52:51:313,-200,-500,15556,-164,136,-106,0
00:52:51:564,-108,-280,15036,-121,92,-112,0
00:52:51:817,-180,-120,14788,-130,40,-128,0
00:52:52:069,-160,-164,15016,-177,51,-126,0
00:52:52:322,924,-376,13448,-604,1030,-11,0
00:52:52:573,-220,-84,13948,-339,-9,-125,0
00:52:52:827,-204,-80,14844,-243,-146,-117,0
00:52:53:078,1016,192,12708,-168,735,-118,0
00:52:53:332,-248,-964,14072,-358,249,-131,0
00:52:53:584,-672,-192,14908,-162,-300,-84,1
00:52:53:835,-80,-552,18696,-34,1016,-131,1
00:52:54:089,-348,-244,13924,-162,145,-124,0
00:52:54:340,-248,-212,14952,-211,46,-126,0
00:52:54:592,-232,-452,15196,-164,95,-125,0
00:52:54:846,-248,-372,14936,-103,-45,-108,0
00:52:55:097,-188,-376,14800,-173,75,-130,0
00:52:55:349,-244,-280,14976,-125,59,-122,0
00:52:55:602,-156,-256,15088,-147,71,-127,0
00:52:55:854,-260,-256,15008,-138,79,-123,0
00:52:56:106,-176,-188,15132,-142,81,-126,0
00:52:56:359,-144,-280,15012,-137,57,-129,0
00:52:56:610,-136,-292,14984,-169,68,-81,0
00:52:56:863,-296,-328,14820,-138,85,-108,0
00:52:57:116,-256,-292,15044,-158,63,-109,0
00:52:57:368,-260,-272,15028,-150,79,-113,0
00:52:57:620,-164,-184,15216,-147,62,-105,0
00:52:57:873,-276,-296,15084,-172,56,-128,0
00:52:58:125,-212,-304,14788,-155,60,-110,0
00:52:58:377,-340,-232,15012,-144,78,-127,0
00:52:58:632,-1756,-2512,14276,1411,417,-47,1
00:52:58:886,-2396,-1248,15436,-1477,492,-267,0
00:52:59:139,-3348,-1600,15632,643,-2001,-120,0
00:52:59:383,192,6152,9100,-419,2168,0,0
00:52:59:643,-5400,1992,12424,-1385,1661,-280,0
00:52:59:893,-568,448,16368,-356,-1026,-13,0
00:53:00:146,-204,-492,17880,-118,1220,-175,0
00:53:00:397,-108,-200,15248,-289,175,-111,0
00:53:00:644,92,16,14912,-13,-215,-10,0
00:53:00:900,-812,-20,13144,-542,354,-79,0
00:53:01:153,-312,-256,15584,-309,101,-65,0
00:53:01:406,-196,-164,14928,-161,-35,-94,0
00:53:01:658,-184,-476,15348,-152,12,-122,0
00:53:01:908,444,-52,17764,748,-269,-46,0
00:53:02:158,-484,60,15344,20,16,-133,1
00:53:02:414,176,-12,14636,-192,-233,-96,0
00:53:02:667,1148,2548,12992,58,-133,-155,0
00:53:02:921,1676,-3676,5864,763,-255,-412,0
00:53:03:169,884,-656,23212,-226,113,9,0
00:53:03:426,-1356,-372,11764,-654,769,-188,0
00:53:03:677,-1664,2888,21032,199,263,-149,0
00:53:03:934,-1348,5632,-3168,-3185,-3871,-467,1
00:53:04:187,-6220,-2808,20300,-834,-5071,-163,0
00:53:04:436,-896,2348,15108,-499,1091,-178,0
00:53:04:686,2336,944,4064,-747,2848,-249,1
00:53:04:941,368,-2860,26880,-119,-1194,-217,0
00:53:05:193,-3100,320,9676,-1575,-355,-225,0
00:53:05:441,-780,-540,14956,-4,-8,-102,0
00:53:05:696,-1788,-212,7444,-932,993,-237,0
00:53:05:952,-2540,-528,23344,-806,-1083,-174,0
00:53:06:201,1228,-3136,12888,23,2869,-442,0
00:53:06:451,856,660,10152,-701,815,-130,0
00:53:06:703,-296,-652,16260,518,549,-23,0
00:53:06:960,-3232,1784,7000,-1338,-285,-245,0
00:53:07:211,408,-3136,8496,1440,-1261,-154,1
00:53:07:462,3504,-1692,20704,51,3294,-173,1
00:53:07:716,-5560,5328,22980,-84,3363,-120,1
00:53:07:966,352,1540,9200,-362,-1617,-69,0
00:53:08:224,-1724,-3492,19520,-1089,-623,-109,0
00:53:08:472,-2168,1024,19456,-97,166,-168,0
00:53:08:724,724,-236,16976,-1912,794,-213,0
00:53:08:980,-1428,-808,14960,-610,-1192,-155,0
00:53:09:229,-300,-252,15444,-257,299,-123,0
00:53:09:479,-272,32,15276,-246,200,-129,0
00:53:09:735,-3204,-780,18312,-571,-89,-155,0
00:53:09:985,2700,836,12608,-536,416,-232,0
00:53:10:236,392,-2084,12968,83,1011,-90,0
00:53:10:487,-420,-440,14348,-35,40,-81,0
00:53:10:742,-104,168,14212,-430,126,-115,0
00:53:10:994,-144,-16,14608,-188,-13,-110,0
00:53:11:247,-220,-44,14644,-158,129,-101,0
00:53:11:501,-1620,-1188,16312,862,-520,-38,0
00:53:11:749,-828,-352,14888,182,98,-81,0
00:53:12:003,-108,-288,15328,-85,230,-119,0
00:53:12:253,-72,-316,14676,-64,59,-79,0
00:53:12:508,-132,-208,14936,-159,195,-93,0
00:53:12:761,-232,-204,14704,-149,104,-123,0
00:53:13:013,-204,-236,15008,-152,58,-108,0
00:53:13:265,-368,-368,14924,-157,62,-132,0
00:53:13:517,2004,2620,6708,-3978,-7,-266,0
00:53:13:770,-112,-204,15100,-244,-7,-159,0
00:53:14:026,-4956,1656,21436,-2049,-102,-247,0
00:53:14:274,1872,-480,17228,407,1197,-86,0
00:53:14:526,784,-2160,11040,7,1404,-228,0
00:53:14:780,-1296,1316,9576,-509,-1836,-5,1
00:53:15:032,-900,-584,20080,-822,-736,-54,0
00:53:15:281,4808,-4776,32476,5,54,-60,0
00:53:15:540,-3632,-1980,20916,1899,-1564,-48,0
00:53:15:790,-1460,1072,18448,824,2055,-136,0
00:53:16:042,-3440,1592,-3808,-574,827,-18,1
00:53:16:296,-4708,-2040,18672,-674,847,-310,1
00:53:16:546,-2960,972,1260,1635,-1402,-21,1
00:53:16:800,-3332,4504,1308,-555,-1683,102,1
00:53:17:050,-612,476,16768,1036,1300,-28,0
00:53:17:304,1160,-3152,20264,-314,646,-164,1
00:53:17:554,0,-1108,16000,-434,-64,-136,1
00:53:17:808,-232,-344,14560,-164,116,-128,0
00:53:18:059,-136,-180,15480,-149,92,-130,0
00:53:18:312,-180,-204,15120,-161,49,-103,0
00:53:18:564,-152,-156,14588,-128,39,-120,0
00:53:18:818,-192,2132,15480,-227,-287,-130,0
00:53:19:070,1884,1564,14304,-116,200,-122,0
00:53:19:319,-304,-160,15496,98,384,-73,0
00:53:19:574,-176,-268,15032,-124,-47,-115,0
00:53:19:827,-536,268,12820,-278,-116,-135,0
00:53:20:079,-180,-172,14872,-166,146,-127,0
00:53:20:332,-1112,1576,17416,-237,224,-145,0
00:53:20:582,632,-348,13676,-226,655,-137,0
00:53:20:839,-2524,-1184,20468,-552,-885,-186,0
00:53:21:088,-3200,204,26936,782,-1660,-92,1
00:53:21:342,1780,536,16096,-1089,1526,-113,0
00:53:21:591,-392,232,16792,137,427,-127,0
00:53:21:846,2912,-5224,13496,1456,1542,-11,0
00:53:22:100,1008,1916,18160,-877,-1413,-126,1
00:53:22:352,-3000,2060,32767,-1082,-3884,-8,0
00:53:22:601,2368,-96,19124,-822,1068,-74,0
00:53:22:857,-5660,5136,-500,3013,-3127,-143,1
00:53:23:106,3168,792,13908,-216,-1466,55,0
00:53:23:360,8536,-1008,14832,1240,242,-100,1
00:53:23:610,6020,1460,9984,307,1171,-135,1
00:53:23:867,-1672,-3112,17112,-752,-800,-123,1
00:53:24:119,2480,-3848,14800,-1879,1423,-259,1
00:53:24:368,-176,-616,14764,-696,250,-190,0
00:53:24:621,-220,-100,16600,-281,158,-135,0
00:53:24:871,-148,-280,16240,-67,134,-99,0
00:53:25:124,-196,-188,15088,-70,48,-111,0
00:53:25:377,-160,-328,14720,-172,44,-125,0
00:53:25:627,972,-296,13260,198,140,-98,0
00:53:25:883,-372,-1064,15184,-165,89,-125,0
00:53:26:135,-160,-560,15112,-171,-201,-93,0
00:53:26:385,-3652,136,19188,435,-29,-50,1
00:53:26:637,-1808,68,14016,328,547,-211,1
00:53:26:889,-32,-408,17188,265,276,-88,0
00:53:27:142,-2804,-468,10668,395,20,-81,0
00:53:27:396,756,-488,15496,-321,-108,-122,0
00:53:27:648,-216,-68,14984,-106,260,-126,0
00:53:27:900,-248,-116,14904,-148,48,-112,0
00:53:28:151,-308,-328,14760,-96,80,-109,0
