sample_id,RMS,Std,Kurtosis,Skewness,Crest_Factor,Shape_Factor,Energy,AR1,AR2,AR_Residual_Std,Corr_XZ,Corr_YZ,Band1_Energy,Band2_Energy,Band3_Energy,Band4_Energy,Spectral_Centroid,Spectral_Entropy
1039,403.12970924863623,402.8914369901649,-0.9690102015837461,-0.03002680349378867,1.5358786162246638,1.2849941656320607,13001084.9983112,-0.06547722354338012,0.04846918018802379,401.37274681729804,-0.2647508753779882,-0.6647794096857994,0.2685504235739029,0.15908162887449226,0.26653998236130894,0.305827965190296,1.0166968024905292,3.1997206468980752
1079,325.8161567339625,324.3100329931222,0.07413462931888049,-0.16134946974690756,1.9003302543568126,1.4310502284650606,8492493.4391112,-0.02059888958499523,-0.004079527868914581,327.5269352929471,-0.3173382677691662,-0.5330584033091169,0.2653347996431132,0.2207333521058102,0.24847462154907332,0.2654572267020032,0.9990453118279395,3.4232937385430375
1119,146.47167056769032,136.49142830229306,10.422680603186526,-0.10258352367859871,4.227153944512703,1.5800644523186562,1716316.0223112,-0.11599910586567887,0.3744920184433163,113.1215674489473,-0.323244082787498,-0.572070256281138,0.37681459717099974,0.11034118688149717,0.14074322437964326,0.3721009915678598,1.017114545328091,3.0198664633753545
1159,89.17130950529996,81.78208850353481,0.14067529922442734,-0.4483930275377588,2.117740572022936,1.2677781991582937,636121.7951112,0.09087541541670446,0.3170410382420351,81.35225294236498,-0.12585450355763472,-0.40612691433801446,0.5422690179400927,0.033558144942216046,0.24807936008452705,0.17609347703316436,0.8972891208747853,2.880116081766819
1238,191.21799716263632,187.88589622427756,5.572454276328164,-0.20956383931863662,3.237970845772768,1.7318017763784874,2925145.7951112,-0.060909783644180246,0.27800697279333114,183.20902561434087,-0.6775293952350189,-0.6960110454351618,0.2702211374797989,0.26783716400434165,0.0802860408194381,0.38165565769642135,0.9853566162039126,3.358134449793874
1278,347.1427371685745,345.2718892409285,-0.033803789417389485,-0.33420632275142825,1.7835841966618904,1.4393113963359445,9640646.3975112,-0.021624911758685913,0.12457567375412157,346.9432896714666,-0.6189768412979132,-0.7235377137782089,0.29186183861575593,0.16696951407696828,0.22468479288244922,0.31648385442482657,0.9995355427118795,3.268457529300078
1318,446.12497636748606,446.0539877638132,-1.3028830549019144,-0.15905689254417704,1.3878584091867627,1.1939735128617295,15922199.563111199,0.036817644968011196,-0.05415740718086118,450.7651245687967,-0.5327124598657131,-0.6083597916160114,0.23778618595623183,0.24587661996322752,0.2279860555669092,0.28835113851363137,0.994427911816095,3.217504041825017
1358,341.7655018998992,341.5950782725067,-0.1979420546672226,-0.4712652182001091,1.8116465721609496,1.3548122021112259,9344292.6631112,0.18404018359777236,-0.1382343518448758,323.99582155571403,-0.49258644028800785,-0.513292975456978,0.22306467115668882,0.33554164559995786,0.22756163354977962,0.21383204969357386,0.9376757334468449,3.316396697840912
1398,338.0836196400086,336.70428791448444,-0.2090026099455149,-0.4157297139316765,1.831376215916928,1.4124457693449841,9144042.7095112,0.05610397323662696,0.1027223495350114,338.95087411677986,-0.4356987230513942,-0.6691500111035636,0.33290822006982757,0.12604011753681854,0.3162051665118281,0.22484649588152567,0.9581530754619,3.111188103673009
1438,395.3214237540005,394.19222468232425,-0.8728207210956875,-0.18012913748686238,1.566214889444321,1.2958454612296737,12502322.246311199,0.05052539894618128,0.010853772890120341,398.6636432382483,-0.47835572944631843,-0.624223373618987,0.2994076256528704,0.15787724604608014,0.35723984559641586,0.18547528270463376,0.9695746514677998,3.2517325195831095
1478,226.6389703226036,219.9906304823003,3.6822674654480725,-0.5122809345135231,2.731914547257259,1.5870218105498106,4109217.8295111996,0.05170395810753954,-0.24565532850933697,203.59737168782007,-0.4949367417406818,-0.44451762178296766,0.27586996044477524,0.2765950684323885,0.3652484076697907,0.08228656345304552,0.9142290552251869,3.2169102215029812
1518,86.02477683138737,73.3825422018071,0.3391036630802926,0.35197732194874304,3.2646606052827845,1.2838039202311196,592020.9783112,0.14243636548505328,0.12234356658213934,76.63618827483718,-0.2733903608114581,0.040901281206973165,0.5067899837822366,0.16330806974680845,0.16616237294030722,0.16373957353064764,0.910415876851568,2.536504672873055
